Hour,Date/hour start,Solar electricity generation (kWh),Electricity usage-kWh,Electricity usage z-score,Solar electricity generation z-score,bought electricity,excess solar
18,2020-07-13 18:00:00,0.273,1.9206,1.9206,0.273,1.6476000000000002,
19,2020-07-13 19:00:00,0.114,1.7358,1.7358,0.114,1.6218,
20,2020-07-13 20:00:00,0.018,0.66,0.66,0.018,0.642,
21,2020-07-13 21:00:00,0.0,1.65,1.65,0.0,1.65,
22,2020-07-13 22:00:00,0.003,0.645,0.645,0.003,0.642,
23,2020-07-13 23:00:00,0.0,0.2359764,0.2359764,0.0,0.2359764,
0,2020-07-14 00:00:00,0.0,0.3139686,0.3139686,0.0,0.3139686,
1,2020-07-14 01:00:00,0.0,0.179982,0.179982,0.0,0.179982,
2,2020-07-14 02:00:00,0.0,0.1159884,0.1159884,0.0,0.1159884,
3,2020-07-14 03:00:00,0.0,0.435,0.435,0.0,0.435,
4,2020-07-14 04:00:00,0.564,0.327,0.327,0.564,,0.23699999999999993
5,2020-07-14 05:00:00,0.624,1.23,1.23,0.624,0.606,
6,2020-07-14 06:00:00,2.244,24.609,,2.244,22.365000000000002,
7,2020-07-14 07:00:00,0.867,0.255,0.255,0.867,,0.612
8,2020-07-14 08:00:00,1.413,0.282,0.282,1.413,,1.131
9,2020-07-14 09:00:00,3.291,0.318,0.318,3.291,,2.973
10,2020-07-14 10:00:00,3.543,0.081,0.081,3.543,,3.462
11,2020-07-14 11:00:00,1.809,0.429,0.429,1.809,,1.38
12,2020-07-14 12:00:00,3.897,0.204,0.204,3.897,,3.6929999999999996
13,2020-07-14 13:00:00,2.832,0.102,0.102,2.832,,2.73
14,2020-07-14 14:00:00,2.667,0.39,0.39,2.667,,2.2769999999999997
15,2020-07-14 15:00:00,2.205,5.409,5.409,2.205,3.2039999999999997,
16,2020-07-14 16:00:00,1.323,1.335,1.335,1.323,0.01200000000000001,
17,2020-07-14 17:00:00,0.507,0.474,0.474,0.507,,0.03300000000000003
18,2020-07-14 18:00:00,0.318,0.6732,0.6732,0.318,0.3552,
19,2020-07-14 19:00:00,0.075,0.4752,0.4752,0.075,0.4002,
20,2020-07-14 20:00:00,0.015,2.0724,2.0724,0.015,2.0574,
21,2020-07-14 21:00:00,0.009,0.852,0.852,0.009,0.843,
22,2020-07-14 22:00:00,0.006,0.798,0.798,0.006,0.792,
23,2020-07-14 23:00:00,0.0,0.489951,0.489951,0.0,0.489951,
0,2020-07-15 00:00:00,0.0,0.359964,0.359964,0.0,0.359964,
1,2020-07-15 01:00:00,0.0,0.1779822,0.1779822,0.0,0.1779822,
2,2020-07-15 02:00:00,0.0,0.1019898,0.1019898,0.0,0.1019898,
3,2020-07-15 03:00:00,0.0,0.165,0.165,0.0,0.165,
4,2020-07-15 04:00:00,0.021,0.567,0.567,0.021,0.5459999999999999,
5,2020-07-15 05:00:00,0.612,0.207,0.207,0.612,,0.405
6,2020-07-15 06:00:00,0.885,0.573,0.573,0.885,,0.31200000000000006
7,2020-07-15 07:00:00,2.349,1.269,1.269,2.349,,1.0800000000000003
8,2020-07-15 08:00:00,7.488,0.135,0.135,,,7.353000000000001
9,2020-07-15 09:00:00,3.42,0.303,0.303,3.42,,3.117
10,2020-07-15 10:00:00,3.648,0.375,0.375,3.648,,3.273
11,2020-07-15 11:00:00,3.075,0.609,0.609,3.075,,2.466
12,2020-07-15 12:00:00,4.173,0.435,0.435,4.173,,3.738
13,2020-07-15 13:00:00,2.322,0.504,0.504,2.322,,1.818
14,2020-07-15 14:00:00,2.202,0.681,0.681,2.202,,1.521
15,2020-07-15 15:00:00,0.72,0.702,0.702,0.72,,0.018000000000000016
16,2020-07-15 16:00:00,0.894,0.312,0.312,0.894,,0.5820000000000001
17,2020-07-15 17:00:00,0.468,0.468,0.468,0.468,0.0,0.0
18,2020-07-15 18:00:00,0.531,12.5466,12.5466,0.531,12.0156,
19,2020-07-15 19:00:00,0.087,1.7028,1.7028,0.087,1.6158000000000001,
20,2020-07-15 20:00:00,0.0,2.013,2.013,0.0,2.013,
21,2020-07-15 21:00:00,0.003,0.702,0.702,0.003,0.699,
22,2020-07-15 22:00:00,0.012,1.212,1.212,0.012,1.2,
23,2020-07-15 23:00:00,0.0,0.7659234,0.7659234,0.0,0.7659234,
0,2020-07-16 00:00:00,0.0,0.3839616,0.3839616,0.0,0.3839616,
1,2020-07-16 01:00:00,0.0,0.1379862,0.1379862,0.0,0.1379862,
2,2020-07-16 02:00:00,0.0,0.1139886,0.1139886,0.0,0.1139886,
3,2020-07-16 03:00:00,0.0,0.3,0.3,0.0,0.3,
4,2020-07-16 04:00:00,0.198,0.342,0.342,0.198,0.14400000000000002,
5,2020-07-16 05:00:00,0.996,0.444,0.444,0.996,,0.552
6,2020-07-16 06:00:00,2.205,0.528,0.528,2.205,,1.677
7,2020-07-16 07:00:00,4.221,0.294,0.294,4.221,,3.927
8,2020-07-16 08:00:00,6.687,0.369,0.369,6.687,,6.3180000000000005
9,2020-07-16 09:00:00,4.554,14.433,14.433,4.554,9.879,
10,2020-07-16 10:00:00,2.628,24.222,,2.628,21.594,
11,2020-07-16 11:00:00,3.906,0.576,0.576,3.906,,3.33
12,2020-07-16 12:00:00,2.715,0.225,0.225,2.715,,2.4899999999999998
13,2020-07-16 13:00:00,3.864,0.108,0.108,3.864,,3.756
14,2020-07-16 14:00:00,3.603,0.429,0.429,3.603,,3.1740000000000004
15,2020-07-16 15:00:00,1.272,0.78,0.78,1.272,,0.492
16,2020-07-16 16:00:00,0.789,0.675,0.675,0.789,,0.11399999999999999
17,2020-07-16 17:00:00,0.882,1.287,1.287,0.882,0.4049999999999999,
18,2020-07-16 18:00:00,0.279,2.4618,2.4618,0.279,2.1828000000000003,
19,2020-07-16 19:00:00,0.108,14.1042,14.1042,0.108,13.9962,
20,2020-07-16 20:00:00,0.006,3.8412,3.8412,0.006,3.8352000000000004,
21,2020-07-16 21:00:00,0.0,1.389,1.389,0.0,1.389,
22,2020-07-16 22:00:00,0.003,0.813,0.813,0.003,0.8099999999999999,
23,2020-07-16 23:00:00,0.0,0.5179482,0.5179482,0.0,0.5179482,
0,2020-07-17 00:00:00,0.0,0.2919708,0.2919708,0.0,0.2919708,
1,2020-07-17 01:00:00,0.0,0.2739726,0.2739726,0.0,0.2739726,
2,2020-07-17 02:00:00,0.0,0.189981,0.189981,0.0,0.189981,
3,2020-07-17 03:00:00,0.0,0.195,0.195,0.0,0.195,
4,2020-07-17 04:00:00,0.0,0.156,0.156,0.0,0.156,
5,2020-07-17 05:00:00,0.732,0.477,0.477,0.732,,0.255
6,2020-07-17 06:00:00,3.441,2.118,2.118,3.441,,1.323
7,2020-07-17 07:00:00,5.559,0.012,0.012,5.559,,5.547000000000001
8,2020-07-17 08:00:00,7.746,0.123,0.123,,,7.623
9,2020-07-17 09:00:00,2.007,0.486,0.486,2.007,,1.5210000000000001
10,2020-07-17 10:00:00,9.222,0.075,0.075,,,9.147
11,2020-07-17 11:00:00,7.779,0.06,0.06,,,7.719
12,2020-07-17 12:00:00,7.827,0.249,0.249,,,7.578
13,2020-07-17 13:00:00,6.855,0.087,0.087,6.855,,6.768000000000001
14,2020-07-17 14:00:00,4.449,0.162,0.162,4.449,,4.287
15,2020-07-17 15:00:00,3.822,0.441,0.441,3.822,,3.3810000000000002
16,2020-07-17 16:00:00,1.098,0.927,0.927,1.098,,0.17100000000000004
17,2020-07-17 17:00:00,0.882,11.172,11.172,0.882,10.290000000000001,
18,2020-07-17 18:00:00,0.414,1.0758,1.0758,0.414,0.6618000000000002,
19,2020-07-17 19:00:00,0.084,2.244,2.244,0.084,2.16,
20,2020-07-17 20:00:00,0.0,2.805,2.805,0.0,2.805,
21,2020-07-17 21:00:00,0.009,1.749,1.749,0.009,1.7400000000000002,
22,2020-07-17 22:00:00,0.012,1.113,1.113,0.012,1.101,
23,2020-07-17 23:00:00,0.0,0.729927,0.729927,0.0,0.729927,
0,2020-07-18 00:00:00,0.0,0.3679632,0.3679632,0.0,0.3679632,
1,2020-07-18 01:00:00,0.0,0.2259774,0.2259774,0.0,0.2259774,
2,2020-07-18 02:00:00,0.0,0.1219878,0.1219878,0.0,0.1219878,
3,2020-07-18 03:00:00,0.0,0.165,0.165,0.0,0.165,
4,2020-07-18 04:00:00,0.231,0.543,0.543,0.231,0.31200000000000006,
5,2020-07-18 05:00:00,0.633,0.36,0.36,0.633,,0.273
6,2020-07-18 06:00:00,1.65,1.59,1.59,1.65,,0.05999999999999983
7,2020-07-18 07:00:00,4.176,0.168,0.168,4.176,,4.008
8,2020-07-18 08:00:00,5.232,0.108,0.108,5.232,,5.1240000000000006
9,2020-07-18 09:00:00,7.383,0.324,0.324,,,7.059
10,2020-07-18 10:00:00,6.249,0.0,0.0,6.249,,6.249
11,2020-07-18 11:00:00,6.201,0.198,0.198,6.201,,6.002999999999999
12,2020-07-18 12:00:00,8.085,0.144,0.144,,,7.941000000000001
13,2020-07-18 13:00:00,6.843,0.651,0.651,6.843,,6.192
14,2020-07-18 14:00:00,4.026,0.027,0.027,4.026,,3.9989999999999997
15,2020-07-18 15:00:00,2.694,0.768,0.768,2.694,,1.926
16,2020-07-18 16:00:00,1.296,5.529,5.529,1.296,4.233,
17,2020-07-18 17:00:00,0.879,0.693,0.693,0.879,,0.18600000000000005
18,2020-07-18 18:00:00,0.432,1.3398,1.3398,0.432,0.9078000000000002,
19,2020-07-18 19:00:00,0.099,1.6962,1.6962,0.099,1.5972,
20,2020-07-18 20:00:00,0.018,3.7422,3.7422,0.018,3.7242,
21,2020-07-18 21:00:00,0.009,1.182,1.182,0.009,1.173,
22,2020-07-18 22:00:00,0.015,1.236,1.236,0.015,1.221,
23,2020-07-18 23:00:00,0.0,0.7679232,0.7679232,0.0,0.7679232,
0,2020-07-19 00:00:00,0.0,0.279972,0.279972,0.0,0.279972,
1,2020-07-19 01:00:00,0.0,0.319968,0.319968,0.0,0.319968,
2,2020-07-19 02:00:00,0.0,0.3639636,0.3639636,0.0,0.3639636,
3,2020-07-19 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
4,2020-07-19 04:00:00,0.0,0.324,0.324,0.0,0.324,
5,2020-07-19 05:00:00,0.006,0.171,0.171,0.006,0.165,
6,2020-07-19 06:00:00,0.876,1.149,1.149,0.876,0.273,
7,2020-07-19 07:00:00,2.229,0.672,0.672,2.229,,1.557
8,2020-07-19 08:00:00,4.794,0.171,0.171,4.794,,4.622999999999999
9,2020-07-19 09:00:00,7.32,0.132,0.132,,,7.188000000000001
10,2020-07-19 10:00:00,7.992,0.099,0.099,,,7.893
11,2020-07-19 11:00:00,8.34,0.0,0.0,,,8.34
12,2020-07-19 12:00:00,6.468,0.018,0.018,6.468,,6.45
13,2020-07-19 13:00:00,7.53,0.303,0.303,,,7.227
14,2020-07-19 14:00:00,6.663,0.0,0.0,6.663,,6.663
15,2020-07-19 15:00:00,4.644,0.357,0.357,4.644,,4.287
16,2020-07-19 16:00:00,2.79,6.747,6.747,2.79,3.957,
17,2020-07-19 17:00:00,0.501,6.486,6.486,0.501,5.984999999999999,
18,2020-07-19 18:00:00,0.408,2.5806,2.5806,0.408,2.1726,
19,2020-07-19 19:00:00,0.198,1.3002,1.3002,0.198,1.1022,
20,2020-07-19 20:00:00,0.003,2.7918,2.7918,0.003,2.7887999999999997,
21,2020-07-19 21:00:00,0.018,1.113,1.113,0.018,1.095,
22,2020-07-19 22:00:00,0.009,2.571,2.571,0.009,2.5620000000000003,
23,2020-07-19 23:00:00,0.0,0.969903,0.969903,0.0,0.969903,
0,2020-07-20 00:00:00,0.0,0.9319068,0.9319068,0.0,0.9319068,
1,2020-07-20 01:00:00,0.0,0.4159584,0.4159584,0.0,0.4159584,
2,2020-07-20 02:00:00,0.0,0.4619538,0.4619538,0.0,0.4619538,
3,2020-07-20 03:00:00,0.0,0.696,0.696,0.0,0.696,
4,2020-07-20 04:00:00,0.018,0.486,0.486,0.018,0.46799999999999997,
5,2020-07-20 05:00:00,0.252,0.897,0.897,0.252,0.645,
6,2020-07-20 06:00:00,0.345,21.258,,0.345,20.913,
7,2020-07-20 07:00:00,1.071,0.741,0.741,1.071,,0.32999999999999996
8,2020-07-20 08:00:00,1.317,0.456,0.456,1.317,,0.861
9,2020-07-20 09:00:00,2.142,0.24,0.24,2.142,,1.902
10,2020-07-20 10:00:00,7.284,0.276,0.276,,,7.008
11,2020-07-20 11:00:00,10.776,18.375,,,7.599,
12,2020-07-20 12:00:00,1.737,0.531,0.531,1.737,,1.206
13,2020-07-20 13:00:00,2.31,0.858,0.858,2.31,,1.452
14,2020-07-20 14:00:00,1.593,0.411,0.411,1.593,,1.182
15,2020-07-20 15:00:00,1.404,0.585,0.585,1.404,,0.819
16,2020-07-20 16:00:00,1.74,0.291,0.291,1.74,,1.449
17,2020-07-20 17:00:00,1.329,0.624,0.624,1.329,,0.705
18,2020-07-20 18:00:00,0.804,7.3524,7.3524,0.804,6.5484,
19,2020-07-20 19:00:00,0.315,1.8678,1.8678,0.315,1.5528,
20,2020-07-20 20:00:00,0.075,1.9602,1.9602,0.075,1.8852,
21,2020-07-20 21:00:00,0.003,1.551,1.551,0.003,1.548,
22,2020-07-20 22:00:00,0.0,1.905,1.905,0.0,1.905,
23,2020-07-20 23:00:00,0.0,0.8359164,0.8359164,0.0,0.8359164,
0,2020-07-21 00:00:00,0.0,0.4179582,0.4179582,0.0,0.4179582,
1,2020-07-21 01:00:00,0.0,0.2020798,0.2020798,0.0,0.2020798,
2,2020-07-21 02:00:00,0.0,0.1159884,0.1159884,0.0,0.1159884,
3,2020-07-21 03:00:00,0.0,0.282,0.282,0.0,0.282,
4,2020-07-21 04:00:00,0.009,0.594,0.594,0.009,0.585,
5,2020-07-21 05:00:00,0.447,0.486,0.486,0.447,0.03899999999999998,
6,2020-07-21 06:00:00,1.395,1.218,1.218,1.395,,0.17700000000000005
7,2020-07-21 07:00:00,3.915,0.942,0.942,3.915,,2.973
8,2020-07-21 08:00:00,5.949,0.084,0.084,5.949,,5.865
9,2020-07-21 09:00:00,2.928,0.081,0.081,2.928,,2.847
10,2020-07-21 10:00:00,8.385,0.0,0.0,,,8.385
11,2020-07-21 11:00:00,8.952,0.039,0.039,,,8.913
12,2020-07-21 12:00:00,9.165,0.483,0.483,,,8.681999999999999
13,2020-07-21 13:00:00,8.439,0.084,0.084,,,8.355
14,2020-07-21 14:00:00,2.88,0.219,0.219,2.88,,2.661
15,2020-07-21 15:00:00,3.207,0.507,0.507,3.207,,2.6999999999999997
16,2020-07-21 16:00:00,2.967,0.345,0.345,2.967,,2.622
17,2020-07-21 17:00:00,0.951,2.157,2.157,0.951,1.206,
18,2020-07-21 18:00:00,0.531,11.0286,11.0286,0.531,10.4976,
19,2020-07-21 19:00:00,0.396,15.6684,15.6684,0.396,15.2724,
20,2020-07-21 20:00:00,0.051,2.0658,2.0658,0.051,2.0147999999999997,
21,2020-07-21 21:00:00,0.0,0.879,0.879,0.0,0.879,
22,2020-07-21 22:00:00,0.0,0.672,0.672,0.0,0.672,
